Date,Alert Name,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used
21:March:2026 15:35:03,Critical 50% - Disk,192.168.1.174,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,146.48 GB,D:,73.24 GB,73.24 GB
21:March:2026 15:40:03,Critical 50% - Disk,172.16.0.244,Stoxkart-Backoffice-ClassApp,BackOffice,Critical,Disk,16 Core,,500.00 GB,D:,250.00 GB,250.00 GB
21:March:2026 15:47:13,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
21:March:2026 15:50:03,Critical 50% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,135.76 GB,314.22 GB
21:March:2026 15:50:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
21:March:2026 15:50:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
21:March:2026 15:55:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
21:March:2026 16:00:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"66.52GB
Server Details",50.00%
21:March:2026 16:00:03,Critical 50% - Disk,172.16.1.24,Class,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
21:March:2026 16:00:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
21:March:2026 16:00:03,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB 
  ServerDetails",90.00%
21:March:2026 16:05:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB
Server Details",50.00%
21:March:2026 16:05:03,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
21:March:2026 16:07:29,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,Product-team,Critical,Disk,36 Core,,600.00 GB,D:,300.00 GB,300.00 GB
21:March:2026 16:10:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
21:March:2026 16:15:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
21:March:2026 16:15:03,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
21:March:2026 16:15:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
21:March:2026 16:25:29,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
21:March:2026 16:29:37,Critical 50% - Disk,192.168.176.146,DR-OMS-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,24 Core,,455.64 GB,/,226.18 GB,229.46 GB
21:March:2026 16:35:03,Critical 50% - Disk,192.168.1.174,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,146.48 GB,D:,73.24 GB,73.24 GB
21:March:2026 16:35:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,199.40 GB,C:,99.70 GB,99.70 GB
21:March:2026 16:40:03,Critical 50% - Disk,172.16.0.244,Stoxkart-Backoffice-ClassApp,BackOffice,Critical,Disk,16 Core,,500.00 GB,D:,250.00 GB,250.00 GB
21:March:2026 16:47:13,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
21:March:2026 16:50:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
21:March:2026 16:50:03,Critical 50% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,135.76 GB,314.22 GB
21:March:2026 16:50:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
21:March:2026 16:55:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
21:March:2026 17:00:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"66.52GB
Server Details",50.00%
21:March:2026 17:05:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB
Server Details",50.00%
21:March:2026 17:05:03,Critical 50% - Disk,172.16.1.24,Class,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
21:March:2026 17:05:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
21:March:2026 17:05:03,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB 
  ServerDetails",90.00%
21:March:2026 17:05:03,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
21:March:2026 17:07:29,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,Product-team,Critical,Disk,36 Core,,600.00 GB,D:,300.00 GB,300.00 GB
21:March:2026 17:10:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
21:March:2026 17:15:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
21:March:2026 17:20:03,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
21:March:2026 17:20:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
21:March:2026 17:25:29,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
21:March:2026 17:29:37,Critical 50% - Disk,192.168.176.146,DR-OMS-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,24 Core,,455.64 GB,/,226.18 GB,229.46 GB
21:March:2026 17:35:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,199.40 GB,C:,99.70 GB,99.70 GB
21:March:2026 17:35:03,Critical 50% - Disk,192.168.1.174,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,146.48 GB,D:,73.24 GB,73.24 GB
21:March:2026 17:40:03,Critical 50% - Disk,172.16.0.244,Stoxkart-Backoffice-ClassApp,BackOffice,Critical,Disk,16 Core,,500.00 GB,D:,250.00 GB,250.00 GB
21:March:2026 17:47:13,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
21:March:2026 17:50:03,Critical 50% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,135.76 GB,314.22 GB
21:March:2026 17:55:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
21:March:2026 17:55:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
21:March:2026 17:55:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
21:March:2026 18:00:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"66.52GB
Server Details",50.00%
21:March:2026 18:05:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB
Server Details",50.00%
21:March:2026 18:05:03,Critical 50% - Disk,172.16.1.24,Class,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
21:March:2026 18:05:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
21:March:2026 18:05:03,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
21:March:2026 18:07:29,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,Product-team,Critical,Disk,36 Core,,600.00 GB,D:,300.00 GB,300.00 GB
21:March:2026 18:10:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
21:March:2026 18:10:03,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB 
  ServerDetails",90.00%
21:March:2026 18:15:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
21:March:2026 18:20:03,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
21:March:2026 18:25:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
21:March:2026 18:25:29,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
21:March:2026 18:29:37,Critical 50% - Disk,192.168.176.146,DR-OMS-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,24 Core,,455.64 GB,/,226.14 GB,229.51 GB
21:March:2026 18:35:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,199.40 GB,C:,99.70 GB,99.70 GB
21:March:2026 18:35:03,Critical 50% - Disk,192.168.1.174,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,146.48 GB,D:,73.24 GB,73.24 GB
21:March:2026 18:40:03,Critical 50% - Disk,172.16.0.244,Stoxkart-Backoffice-ClassApp,BackOffice,Critical,Disk,16 Core,,500.00 GB,D:,250.00 GB,250.00 GB
21:March:2026 18:47:13,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
21:March:2026 18:50:03,Critical 50% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,135.76 GB,314.22 GB
21:March:2026 18:55:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
21:March:2026 18:55:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
21:March:2026 18:55:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
21:March:2026 19:00:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"66.52GB
Server Details",50.00%
21:March:2026 19:05:03,Critical 50% - Disk,172.16.1.24,Class,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
21:March:2026 19:05:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB
Server Details",50.00%
21:March:2026 19:05:03,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
21:March:2026 19:05:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
21:March:2026 19:07:29,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,Product-team,Critical,Disk,36 Core,,600.00 GB,D:,300.00 GB,300.00 GB
21:March:2026 19:10:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
21:March:2026 19:10:03,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB 
  ServerDetails",90.00%
21:March:2026 19:15:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
21:March:2026 19:20:03,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
21:March:2026 19:25:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
21:March:2026 19:25:29,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
21:March:2026 19:29:37,Critical 50% - Disk,192.168.176.146,DR-OMS-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,24 Core,,455.64 GB,/,226.18 GB,229.46 GB
21:March:2026 19:40:03,Critical 50% - Disk,192.168.1.174,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,146.48 GB,D:,73.24 GB,73.24 GB
21:March:2026 19:40:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,199.40 GB,C:,99.70 GB,99.70 GB
21:March:2026 19:45:03,Critical 50% - Disk,172.16.0.244,Stoxkart-Backoffice-ClassApp,BackOffice,Critical,Disk,16 Core,,500.00 GB,D:,250.00 GB,250.00 GB
21:March:2026 19:47:13,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
21:March:2026 19:50:03,Critical 50% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,135.76 GB,314.22 GB
21:March:2026 19:55:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
21:March:2026 19:55:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
21:March:2026 19:55:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
21:March:2026 20:00:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"66.52GB
Server Details",50.00%
21:March:2026 20:05:03,Critical 50% - Disk,172.16.1.24,Class,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
21:March:2026 20:05:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB
Server Details",50.00%
21:March:2026 20:05:03,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
21:March:2026 20:05:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
21:March:2026 20:07:29,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,Product-team,Critical,Disk,36 Core,,600.00 GB,D:,300.00 GB,300.00 GB
21:March:2026 20:10:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
21:March:2026 20:10:03,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB 
  ServerDetails",90.00%
21:March:2026 20:15:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
21:March:2026 20:20:03,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
21:March:2026 20:25:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
21:March:2026 20:25:29,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
21:March:2026 20:29:37,Critical 50% - Disk,192.168.176.146,DR-OMS-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,24 Core,,455.64 GB,/,226.18 GB,229.46 GB
21:March:2026 20:40:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,199.40 GB,C:,99.70 GB,99.70 GB
21:March:2026 20:40:03,Critical 50% - Disk,192.168.1.174,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,146.48 GB,D:,73.24 GB,73.24 GB
21:March:2026 20:45:03,Critical 50% - Disk,172.16.0.244,Stoxkart-Backoffice-ClassApp,BackOffice,Critical,Disk,16 Core,,500.00 GB,D:,250.00 GB,250.00 GB
21:March:2026 20:47:13,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
21:March:2026 20:50:03,Critical 50% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,135.76 GB,314.22 GB
21:March:2026 20:55:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
21:March:2026 20:55:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
21:March:2026 20:55:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
21:March:2026 21:00:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"66.52GB
Server Details",50.00%
21:March:2026 21:05:03,Critical 50% - Disk,172.16.1.24,Class,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
21:March:2026 21:05:03,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
21:March:2026 21:05:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB
Server Details",50.00%
21:March:2026 21:05:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
21:March:2026 21:07:29,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,Product-team,Critical,Disk,36 Core,,600.00 GB,D:,300.00 GB,300.00 GB
21:March:2026 21:10:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
21:March:2026 21:10:03,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB 
  ServerDetails",90.00%
21:March:2026 21:15:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
21:March:2026 21:20:03,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
21:March:2026 21:25:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
21:March:2026 21:25:29,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
21:March:2026 21:29:37,Critical 50% - Disk,192.168.176.146,DR-OMS-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,24 Core,,455.64 GB,/,226.14 GB,229.51 GB
21:March:2026 21:40:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,199.40 GB,C:,99.70 GB,99.70 GB
21:March:2026 21:40:03,Critical 50% - Disk,192.168.1.174,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,146.48 GB,D:,73.24 GB,73.24 GB
21:March:2026 21:45:03,Critical 50% - Disk,172.16.0.244,Stoxkart-Backoffice-ClassApp,BackOffice,Critical,Disk,16 Core,,500.00 GB,D:,250.00 GB,250.00 GB
21:March:2026 21:47:14,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
21:March:2026 21:50:03,Critical 50% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,135.76 GB,314.22 GB
21:March:2026 21:55:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
21:March:2026 22:00:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
21:March:2026 22:00:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
21:March:2026 22:00:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"66.52GB
Server Details",50.00%
21:March:2026 22:05:03,Critical 50% - Disk,172.16.1.24,Class,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
21:March:2026 22:05:03,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
21:March:2026 22:05:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB
Server Details",50.00%
21:March:2026 22:05:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.25 TB,F:,639.99 GB,639.99 GB
21:March:2026 22:07:29,Critical 50% - Disk,192.168.1.225,Stoxkart-XTS,Product-team,Critical,Disk,36 Core,,600.00 GB,D:,300.00 GB,300.00 GB
21:March:2026 22:10:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,292.97 GB,E:,146.48 GB,146.48 GB
21:March:2026 22:10:03,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB 
  ServerDetails",90.00%
21:March:2026 22:15:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,2.50 TB,I:,1.25 TB,1.25 TB
21:March:2026 22:20:03,Critical 65% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,157.49 GB,292.49 GB
21:March:2026 22:25:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,1.50 TB,F:,767.99 GB,767.99 GB
21:March:2026 22:25:29,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,899.98 GB,H:,449.99 GB,449.99 GB
21:March:2026 22:29:37,Critical 50% - Disk,192.168.176.146,DR-OMS-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,24 Core,,455.64 GB,/,226.09 GB,229.55 GB
21:March:2026 22:39:26,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"92.78GB 
  ServerDetails",90.00%
21:March:2026 22:40:03,Critical 50% - Disk,172.16.1.23,SMC-Stoxkart,DBA-Team,Critical,Disk,16 Core,,199.40 GB,C:,99.70 GB,99.70 GB
21:March:2026 22:40:03,Critical 50% - Disk,192.168.1.174,Stoxkart-RupeeSeed,Product-team,Critical,Disk,16 Core,,146.48 GB,D:,73.24 GB,73.24 GB
21:March:2026 22:45:03,Critical 50% - Disk,172.16.0.244,Stoxkart-Backoffice-ClassApp,BackOffice,Critical,Disk,16 Core,,500.00 GB,D:,250.00 GB,250.00 GB
21:March:2026 22:47:14,Critical 50% - Disk,172.16.3.170,XHawkeye,DBA-Team,Critical,Disk,N/A,,499.98 GB,D:,249.99 GB,249.99 GB
21:March:2026 22:49:26,Critical 90% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"96.62GB 
  ServerDetails",90.00%
21:March:2026 22:50:03,Critical 50% - Disk,192.168.176.149,DR-DB-LIVE-SERVER,DR-Trading-Systems,Critical,Disk,16 Core,,449.98 GB,E:,135.76 GB,314.22 GB
21:March:2026 22:55:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,149.98 GB,D:,74.99 GB,74.99 GB
21:March:2026 23:00:03,Critical 50% - Disk,172.16.0.139,Tech-Excel,Infra-Team,Critical,Disk,16 Core,,390.62 GB,D:,195.31 GB,195.31 GB
21:March:2026 23:00:03,Critical 50% - Disk,172.16.0.247,Stoxkart,DBA-Team,Critical,Disk,16 Core,,499.98 GB,G:,249.99 GB,249.99 GB
21:March:2026 23:00:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,F:,"66.52GB
Server Details",50.00%
21:March:2026 23:05:03,Critical 50% - Disk,172.16.1.24,Class,BackOffice,Critical,Disk,16 Core,,239.51 GB,C:,119.75 GB,119.75 GB
21:March:2026 23:05:03,Critical 50% - Disk,172.16.0.217,ClassSmc-ClassStk,DBA-Team,Critical,Disk,12 Core,,253.90 GB,D:,126.95 GB,126.95 GB
21:March:2026 23:05:03,Critical 50% - Disk,172.16.0.47,BO,BackOffice,Critical,Disk,N/A,,N/A,D:,"95.35GB
Server Details",50.00%
